latitude,longitude,status,detected_at,source,copernicus_product_id,validation_status,notes
34.4272894158,35.6159613852,Oil spill,2019-08-30T03:35:02Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20190830T033527_20190830T033552_028793_0342F2_73EE.SAFE;S1A_IW_GRDH_1SDV_20190830T033502_20190830T033527_028793_0342F2_9C74.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.3902094452,30.1988890136,Oil spill,2019-09-01T15:56:45Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20190901T155710_20190901T155735_028830_03443E_9738.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
34.6353512352,31.0216774996,Oil spill,2019-09-02T03:59:35Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20190902T040000_20190902T040025_028837_03447B_F32D.SAFE;S1A_IW_GRDH_1SDV_20190902T035935_20190902T040000_028837_03447B_7C6D.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
32.2653950741,33.4927196886,Oil spill,2019-09-02T15:47:53Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20190902T154818_20190902T154843_017861_0219CE_E6A5.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.5058268885,32.7664782107,Oil spill,2019-09-03T03:50:48Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20190903T035138_20190903T035203_017868_021A04_85C3.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.9047981494,34.5419929127,Oil spill,2019-09-03T15:40:15Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20190903T154040_20190903T154105_028859_034535_9212.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
34.0486296741,35.1929195027,Oil spill,2019-09-03T15:40:15Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20190903T154130_20190903T154155_028859_034535_9C24.SAFE;S1A_IW_GRDH_1SDV_20190903T154105_20190903T154130_028859_034535_82B8.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
34.0977852214,34.9249264698,Oil spill,2019-09-03T15:40:15Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20190903T154130_20190903T154155_028859_034535_9C24.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
34.5569286002,35.1032367327,Oil spill,2019-09-04T03:43:05Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20190904T034330_20190904T034355_028866_034579_E422.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.5737711949,30.1552147836,Oil spill,2019-09-06T16:04:57Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20190906T160522_20190906T160547_028903_0346CC_D7B1.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
32.2572831963,30.7936610907,Oil spill,2019-09-09T03:51:25Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20190909T035215_20190909T035240_028939_034806_84EA.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
34.6884526987,35.4581941439,Oil spill,2019-09-10T03:42:26Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20190910T034226_20190910T034251_017970_021D4F_6F7A.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
33.9762645347,34.9624519518,Oil spill,2019-09-10T03:42:26Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20190910T034251_20190910T034316_017970_021D4F_07F7.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.3979640677,30.2068474244,Oil spill,2019-09-12T16:04:13Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20190912T160438_20190912T160503_018007_021E66_0739.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
32.5057761692,31.2746467243,Oil spill,2019-09-13T15:56:46Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20190913T155711_20190913T155736_029005_034A50_BA8D.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.1654366515,32.5962318768,Oil spill,2019-09-14T15:47:54Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20190914T154819_20190914T154844_018036_021F43_FE67.SAFE;S1B_IW_GRDH_1SDV_20190914T154754_20190914T154819_018036_021F43_FD90.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.4102778946,33.1271756925,Oil spill,2019-09-14T15:47:54Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20190914T154819_20190914T154844_018036_021F43_FE67.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
34.1111839985,34.0399190754,Oil spill,2019-09-14T15:47:54Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20190914T154844_20190914T154909_018036_021F43_27F9.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
32.9001844686,30.7692415688,Oil spill,2019-09-19T15:56:49Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20190919T155649_20190919T155718_018109_02218C_A4C0.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
33.8363504924,33.7985469992,Oil spill,2019-09-21T15:39:51Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20190921T154041_20190921T154106_018138_022283_3509.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.3465057882,32.3572423706,Oil spill,2019-09-25T15:56:47Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20190925T155712_20190925T155737_029180_035045_0057.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
33.0381597247,32.1684527914,Oil spill,2019-09-25T15:56:47Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20190925T155737_20190925T155802_029180_035045_5FA1.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
32.0279486538,30.7804393529,Oil spill,2019-09-26T03:59:36Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20190926T040026_20190926T040051_029187_035080_F816.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.4523532416,30.1362341637,Oil spill,2019-09-26T03:59:36Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20190926T040051_20190926T040116_029187_035080_972D.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.5066470798,32.9329143317,Oil spill,2019-09-26T15:47:55Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20190926T154820_20190926T154845_018211_0224A2_1533.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
33.9182906732,32.0353568087,Oil spill,2019-09-27T03:50:49Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20190927T035114_20190927T035139_018218_0224DC_067F.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.6781511621,31.1926292281,Oil spill,2019-09-27T03:50:49Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20190927T035139_20190927T035204_018218_0224DC_E6A4.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
33.6642114703,34.9965881269,Oil spill,2019-09-27T15:40:17Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20190927T154107_20190927T154132_029209_035141_8445.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
34.3002520907,35.4793156241,Oil spill,2019-09-27T15:40:17Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20190927T154132_20190927T154157_029209_035141_93D0.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
34.5201958477,35.3282418300,Oil spill,2019-09-28T03:43:06Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20190928T034331_20190928T034356_029216_035188_442B.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
34.4559442426,35.5322814339,Oil spill,2019-09-28T15:31:37Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20190928T153227_20190928T153252_018240_022588_126E.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.4288241295,30.1796002674,Oil spill,2019-10-01T15:56:19Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20191001T155619_20191001T155644_018284_0226F2_D309.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
32.4745101630,30.9456444835,Oil spill,2019-10-01T15:56:50Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20191001T155650_20191001T155719_018284_0226F3_A521.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
32.4438100307,30.9605024175,Oil spill,2019-10-02T03:58:59Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20191002T035949_20191002T040014_018291_022738_5054.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
34.2293662156,31.0704248613,Oil spill,2019-10-02T03:58:59Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20191002T035924_20191002T035949_018291_022738_4C40.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.3875795036,33.1755726679,Oil spill,2019-10-02T15:48:45Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191002T154845_20191002T154910_029282_0353D1_FBA2.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.6979180953,32.5465249136,Oil spill,2019-10-02T15:48:45Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191002T154910_20191002T154935_029282_0353D1_55BD.SAFE;S1A_IW_GRDH_1SDV_20191002T154845_20191002T154910_029282_0353D1_FBA2.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.7364184241,32.3782094977,Oil spill,2019-10-02T15:48:45Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191002T154910_20191002T154935_029282_0353D1_55BD.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
34.0949131414,32.6324001448,Oil spill,2019-10-02T15:48:45Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191002T154935_20191002T155000_029282_0353D1_AD9D.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
34.1160249365,32.4775291793,Oil spill,2019-10-03T03:51:26Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191003T035151_20191003T035216_029289_035408_EF44.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.9060940693,34.5458027556,Oil spill,2019-10-03T15:39:51Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20191003T154016_20191003T154041_018313_0227F5_C52B.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
33.5888115314,34.8479601282,Oil spill,2019-10-03T15:39:51Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20191003T154041_20191003T154106_018313_0227F5_FA2A.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
34.3639780370,33.4340261329,Oil spill,2019-10-04T03:42:27Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20191004T034252_20191004T034317_018320_02282B_B1FB.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.6828719004,32.2619195049,Oil spill,2019-10-07T15:56:47Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191007T155712_20191007T155737_029355_035652_8FCF.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
32.9381003204,30.7878856179,Oil spill,2019-10-08T03:59:36Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191008T040026_20191008T040051_029362_03568A_5355.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.3580728257,32.2928658675,Oil spill,2019-10-08T15:47:54Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20191008T154819_20191008T154844_018386_022A2C_14D5.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
33.0074531758,33.7245149028,Oil spill,2019-10-08T15:47:54Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20191008T154844_20191008T154909_018386_022A2C_1FB0.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
34.3845124429,31.5151710167,Oil spill,2019-10-08T15:47:54Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20191008T154909_20191008T154934_018386_022A2C_AF1F.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
32.5778933133,33.2534348328,Oil spill,2019-10-09T03:50:49Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20191009T035139_20191009T035204_018393_022A5F_383D.SAFE;S1B_IW_GRDH_1SDV_20191009T035114_20191009T035139_018393_022A5F_B79F.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
32.0697073901,32.0589045709,Oil spill,2019-10-09T03:50:49Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20191009T035139_20191009T035204_018393_022A5F_383D.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
33.3671721325,34.2090691149,Oil spill,2019-10-09T15:40:16Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191009T154106_20191009T154131_029384_035749_F128.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
33.4749382015,34.4652704093,Oil spill,2019-10-10T03:43:06Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191010T034331_20191010T034356_029391_035788_7CA8.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
33.2344152460,34.2702622579,Oil spill,2019-10-10T03:43:06Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191010T034356_20191010T034421_029391_035788_FA04.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.3744359372,30.1911456768,Oil spill,2019-10-12T16:04:58Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191012T160523_20191012T160548_029428_0358E2_98C4.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
32.9137571134,30.6876178631,Oil spill,2019-10-13T15:56:50Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20191013T155650_20191013T155719_018459_022C6B_606D.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
32.5829688298,30.8318474491,Oil spill,2019-10-14T03:58:59Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20191014T035949_20191014T040014_018466_022CAA_1046.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.2446819503,33.4723622271,Oil spill,2019-10-14T15:48:45Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191014T154845_20191014T154910_029457_0359DE_D1AE.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.6565632299,32.0586959245,Oil spill,2019-10-14T15:48:45Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191014T154910_20191014T154935_029457_0359DE_77C2.SAFE;S1A_IW_GRDH_1SDV_20191014T154845_20191014T154910_029457_0359DE_D1AE.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
34.6343674831,31.5608278051,Oil spill,2019-10-15T03:51:26Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191015T035151_20191015T035216_029464_035A19_9D38.SAFE;S1A_IW_GRDH_1SDV_20191015T035126_20191015T035151_029464_035A19_9F94.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
34.1252671748,32.9593981641,Oil spill,2019-10-15T03:51:26Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191015T035151_20191015T035216_029464_035A19_9D38.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.4520026694,32.8116319239,Oil spill,2019-10-15T03:51:26Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191015T035216_20191015T035241_029464_035A19_207B.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
32.5419736314,30.1604438281,Oil spill,2019-10-19T15:56:47Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191019T155737_20191019T155802_029530_035C5B_E72A.SAFE;S1A_IW_GRDH_1SDV_20191019T155712_20191019T155737_029530_035C5B_D123.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.5874186135,31.7118563943,Oil spill,2019-10-19T15:56:47Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191019T155712_20191019T155737_029530_035C5B_D123.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
32.5717730812,30.1278662993,Oil spill,2019-10-20T03:59:36Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191020T040026_20191020T040051_029537_035C98_A5AA.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
34.3665551081,30.3946041226,Oil spill,2019-10-20T03:59:36Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191020T040001_20191020T040026_029537_035C98_67D9.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
33.0621269560,31.2181211296,Oil spill,2019-10-20T03:59:36Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191020T040026_20191020T040051_029537_035C98_A5AA.SAFE;S1A_IW_GRDH_1SDV_20191020T040001_20191020T040026_029537_035C98_67D9.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.5387386053,30.2303016644,Oil spill,2019-10-20T03:59:36Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191020T040051_20191020T040116_029537_035C98_7D16.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.4263348819,32.6732211873,Oil spill,2019-10-20T15:47:55Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20191020T154820_20191020T154845_018561_022F8C_E7C6.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
34.0250485534,33.7309973097,Oil spill,2019-10-20T15:47:55Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20191020T154845_20191020T154910_018561_022F8C_7ECC.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
32.2906791992,32.0382057029,Oil spill,2019-10-21T03:50:49Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20191021T035139_20191021T035204_018568_022FC0_7FCF.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
33.5885281721,31.0577904286,Oil spill,2019-10-21T03:50:49Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20191021T035114_20191021T035139_018568_022FC0_0980.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
32.8027941705,31.5016219649,Oil spill,2019-10-21T03:50:49Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20191021T035139_20191021T035204_018568_022FC0_7FCF.SAFE;S1B_IW_GRDH_1SDV_20191021T035114_20191021T035139_018568_022FC0_0980.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
33.5942612406,33.6285934215,Oil spill,2019-10-22T03:43:06Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191022T034356_20191022T034421_029566_035D93_FD78.SAFE;S1A_IW_GRDH_1SDV_20191022T034331_20191022T034356_029566_035D93_9262.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
34.3917078139,34.5633372632,Oil spill,2019-10-22T03:43:06Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191022T034331_20191022T034356_029566_035D93_9262.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
33.2149813921,33.4989148652,Oil spill,2019-10-22T03:43:06Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191022T034356_20191022T034421_029566_035D93_FD78.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.6819548693,31.1952846639,Oil spill,2019-10-25T15:56:19Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20191025T155619_20191025T155644_018634_0231C5_600D.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.8156584158,31.3479187301,Oil spill,2019-10-27T03:51:26Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191027T035216_20191027T035241_029639_036018_3127.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.8616404324,34.5537637113,Oil spill,2019-10-27T15:39:51Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20191027T154016_20191027T154041_018663_0232BF_6EB7.SAFE;S1B_IW_GRDH_1SDV_20191027T153951_20191027T154016_018663_0232BF_BE84.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
34.1144324141,34.2939738731,Oil spill,2019-10-27T15:39:51Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20191027T154041_20191027T154106_018663_0232BF_0AC1.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.5223546970,30.3334848839,Oil spill,2019-10-30T16:04:14Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20191030T160439_20191030T160504_018707_023425_6ED4.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.5790739633,30.1326999914,Oil spill,2019-10-31T15:56:47Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191031T155712_20191031T155737_029705_036271_F756.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
32.2072989515,30.4856834214,Oil spill,2019-11-01T03:59:36Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191101T040026_20191101T040051_029712_0362AE_90E1.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
33.6030670528,30.2925255844,Oil spill,2019-11-01T03:59:36Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191101T040001_20191101T040026_029712_0362AE_2614.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
33.1943269362,30.2639283558,Oil spill,2019-11-01T03:59:36Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191101T040026_20191101T040051_029712_0362AE_90E1.SAFE;S1A_IW_GRDH_1SDV_20191101T040001_20191101T040026_029712_0362AE_2614.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.5927060522,30.1569536196,Oil spill,2019-11-01T03:59:36Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191101T040051_20191101T040116_029712_0362AE_D38B.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.5819307790,32.7229079348,Oil spill,2019-11-01T15:47:54Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20191101T154819_20191101T154844_018736_023509_FDE8.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
32.9355527458,32.2998481243,Oil spill,2019-11-01T15:47:54Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20191101T154844_20191101T154909_018736_023509_B3BF.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
33.1097097927,34.1680067132,Oil spill,2019-11-02T15:40:17Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191102T154107_20191102T154132_029734_036369_FE5F.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
34.3714013819,35.1483058454,Oil spill,2019-11-03T03:43:07Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191103T034332_20191103T034357_029741_0363B0_BB8A.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
33.3261356446,33.0816484040,Oil spill,2019-11-03T03:43:07Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191103T034357_20191103T034422_029741_0363B0_2903.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.9749217849,33.0875016984,Oil spill,2019-11-03T03:43:07Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191103T034422_20191103T034447_029741_0363B0_D43F.SAFE;S1A_IW_GRDH_1SDV_20191103T034357_20191103T034422_029741_0363B0_2903.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
32.2604239502,30.0992676809,Oil spill,2019-11-07T03:58:59Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20191107T035949_20191107T040014_018816_0237A1_D0B6.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
34.1045254058,30.7712807195,Oil spill,2019-11-07T03:58:59Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20191107T035924_20191107T035949_018816_0237A1_36B3.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.3976238848,30.1977355145,Oil spill,2019-11-07T03:58:59Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20191107T040014_20191107T040038_018816_0237A1_5A6C.SAFE;S1B_IW_GRDH_1SDV_20191107T035949_20191107T040014_018816_0237A1_D0B6.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.3561379635,32.3726595572,Oil spill,2019-11-07T15:48:45Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191107T154845_20191107T154910_029807_03660E_0E71.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
34.5154273551,32.2119833097,Oil spill,2019-11-08T03:51:26Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191108T035151_20191108T035216_029814_03664C_7E30.SAFE;S1A_IW_GRDH_1SDV_20191108T035126_20191108T035151_029814_03664C_FCC5.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.4906190749,32.7063464673,Oil spill,2019-11-08T03:51:26Z,DARTIS_2019,S1A_IW_GRDH_1SDV_20191108T035216_20191108T035241_029814_03664C_228F.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
34.1813399348,34.7168830613,Oil spill,2019-11-08T15:39:51Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20191108T154041_20191108T154106_018838_023867_3795.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.8774525708,34.5507960803,Oil spill,2019-11-08T15:39:51Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20191108T154016_20191108T154041_018838_023867_C951.SAFE;S1B_IW_GRDH_1SDV_20191108T153951_20191108T154016_018838_023867_1595.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
32.6724458566,34.3975383883,Oil spill,2019-11-08T15:39:51Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20191108T154016_20191108T154041_018838_023867_C951.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
33.9885878556,34.7746077331,Oil spill,2019-11-09T03:42:27Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20191109T034252_20191109T034317_018845_0238A3_587D.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.8901333542,34.5313833905,Oil spill,2019-11-09T03:42:27Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20191109T034317_20191109T034342_018845_0238A3_DF03.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
31.3473813359,33.3416066051,Oil spill,2019-11-13T15:47:55Z,DARTIS_2019,S1B_IW_GRDH_1SDV_20191113T154820_20191113T154845_018911_023AAD_38BC.SAFE;S1B_IW_GRDH_1SDV_20191113T154755_20191113T154820_018911_023AAD_92E8.SAFE,Unverified,Imported from DARTIS_2019.tab; deduplicated by Sentinel ID
